N	F0	PER	d0	v0	collision
5	-4	0.320000	4.765000	31	0
3	-2	0.210000	7.649000	39	0
6	-4	0.380000	6.723000	86	0
3	-6	0.270000	4.620000	54	0
3	-4	0.490000	5.746000	44	0
3	-8	0.410000	4.173000	37	0
6	-8	0.340000	8.903000	18	0
6	-2	0.410000	6.105000	84	0
8	-1	0.360000	5.236000	89	0
8	-6	0.470000	4.045000	77	1
3	-7	0.270000	5.929000	70	0
5	-4	0.400000	8.578000	47	0
5	-4	0.360000	6.541000	63	0
8	-8	0.430000	8.129000	16	0
8	-5	0.240000	5.032000	10	0
8	-6	0.330000	7.743000	20	0
4	-5	0.200000	4.329000	40	0
3	-6	0.440000	5.580000	73	1
5	-2	0.330000	6.165000	52	0
8	-7	0.440000	7.891000	62	1
8	-4	0.360000	6.304000	15	0
8	-2	0.450000	6.910000	47	0
8	-8	0.470000	4.928000	71	1
4	-8	0.250000	5.320000	25	0
7	-4	0.320000	5.210000	63	0
5	-2	0.370000	5.877000	10	0
4	-2	0.370000	5.493000	68	0
4	-8	0.400000	5.635000	70	0
3	-6	0.340000	8.753000	57	0
8	-1	0.230000	4.201000	51	0
5	-7	0.240000	5.343000	14	0
8	-7	0.250000	6.051000	49	0
5	-2	0.390000	8.499000	55	0
3	-5	0.260000	7.576000	74	0
3	-2	0.240000	7.592000	60	0
3	-4	0.460000	8.708000	51	0
8	-5	0.220000	6.469000	43	0
7	-7	0.350000	8.890000	87	0
4	-4	0.480000	8.229000	19	0
4	-3	0.450000	6.439000	87	0
8	-5	0.400000	7.088000	75	0
6	-2	0.330000	7.647000	86	0
7	-7	0.210000	5.519000	54	0
5	-2	0.450000	4.877000	40	0
7	-5	0.320000	4.346000	41	0
5	-8	0.200000	5.527000	39	0
6	-3	0.460000	5.222000	78	0
5	-8	0.200000	4.358000	13	0
3	-2	0.310000	8.589000	63	0
5	-6	0.440000	6.201000	39	0
7	-3	0.230000	6.621000	74	0
4	-7	0.380000	7.462000	45	0
5	-5	0.260000	4.269000	76	0
5	-2	0.280000	7.493000	72	0
5	-7	0.380000	4.171000	81	0
8	-5	0.490000	8.406000	51	0
4	-2	0.280000	6.726000	28	0
5	-7	0.280000	4.006000	56	0
5	-2	0.240000	5.598000	36	0
7	-8	0.390000	6.245000	76	1
4	-6	0.400000	5.657000	83	0
4	-7	0.450000	6.330000	29	0
6	-6	0.410000	7.017000	57	0
7	-4	0.450000	8.056000	66	1
8	-7	0.240000	4.261000	25	0
5	-6	0.360000	4.171000	69	0
5	-4	0.250000	7.058000	77	0
3	-4	0.410000	7.338000	16	0
8	-7	0.240000	5.200000	57	0
6	-2	0.260000	8.207000	81	0
6	-6	0.440000	7.488000	18	0
8	-3	0.240000	6.500000	30	0
5	-2	0.370000	6.453000	75	0
5	-1	0.420000	7.705000	55	0
3	-5	0.330000	6.120000	88	0
6	-5	0.490000	6.409000	26	0
8	-8	0.470000	5.283000	49	0
3	-2	0.410000	7.340000	19	0
3	-3	0.390000	8.110000	48	0
3	-1	0.200000	4.053000	27	0
3	-7	0.300000	8.237000	36	0
4	-7	0.370000	7.359000	70	0
7	-8	0.320000	6.539000	18	0
7	-4	0.360000	4.879000	56	1
6	-5	0.430000	5.877000	16	0
4	-2	0.230000	7.373000	27	0
8	-7	0.260000	4.809000	58	0
3	-8	0.350000	5.420000	51	0
7	-8	0.480000	5.570000	67	0
4	-8	0.310000	5.888000	27	0
6	-4	0.420000	7.405000	26	0
8	-2	0.240000	5.016000	15	0
5	-6	0.270000	7.887000	69	0
6	-2	0.250000	4.268000	52	0
6	-2	0.420000	8.526000	69	0
5	-4	0.400000	6.621000	88	0
5	-7	0.360000	6.919000	13	0
7	-4	0.300000	5.684000	59	0
5	-1	0.490000	5.654000	32	0
8	-6	0.260000	5.550000	42	0
4	-6	0.200000	4.492000	59	0
4	-8	0.440000	8.874000	46	0
5	-8	0.380000	6.090000	26	0
3	-2	0.480000	5.294000	76	0
7	-3	0.300000	6.843000	48	0
5	-8	0.230000	5.962000	76	0
7	-6	0.250000	6.495000	60	0
3	-4	0.410000	7.377000	32	0
3	-5	0.210000	4.281000	66	0
8	-8	0.430000	5.187000	45	1
8	-3	0.320000	5.190000	31	0
4	-3	0.350000	8.027000	45	0
7	-3	0.240000	8.216000	81	0
6	-7	0.380000	6.026000	46	0
7	-6	0.420000	8.977000	61	0
7	-2	0.250000	4.307000	21	0
4	-3	0.340000	4.926000	14	0
6	-6	0.210000	4.393000	16	0
6	-1	0.310000	5.203000	20	0
8	-5	0.480000	4.472000	77	0
4	-6	0.280000	8.866000	31	0
3	-8	0.460000	5.083000	16	0
3	-3	0.480000	8.103000	40	0
5	-8	0.200000	6.715000	71	0
4	-5	0.260000	8.679000	45	0
4	-3	0.340000	5.887000	32	0
5	-8	0.490000	4.221000	83	1
4	-3	0.210000	7.855000	74	0
5	-3	0.380000	4.621000	51	0
6	-7	0.450000	6.999000	49	1
6	-8	0.450000	8.505000	73	1
3	-7	0.430000	4.502000	74	1
5	-8	0.280000	5.573000	30	0
5	-5	0.460000	7.693000	86	1
8	-6	0.240000	5.985000	23	0
3	-8	0.200000	8.352000	86	0
6	-6	0.320000	5.084000	16	0
6	-6	0.270000	5.155000	10	0
3	-7	0.470000	4.774000	82	0
6	-5	0.490000	4.874000	83	1
5	-2	0.450000	7.861000	20	0
4	-6	0.430000	5.765000	27	0
4	-7	0.240000	5.185000	22	0
8	-2	0.200000	5.065000	85	0
6	-7	0.420000	7.885000	31	0
6	-6	0.400000	4.289000	54	1
3	-6	0.450000	8.421000	56	0
5	-3	0.320000	7.317000	65	0
5	-1	0.210000	5.216000	33	0
7	-6	0.240000	8.466000	29	0
6	-6	0.470000	4.289000	39	1
7	-7	0.240000	4.188000	89	0
3	-5	0.360000	7.632000	55	0
4	-2	0.470000	8.555000	21	0
5	-5	0.450000	8.757000	57	0
7	-5	0.270000	4.072000	17	0
3	-5	0.270000	6.175000	35	0
6	-2	0.410000	6.313000	12	0
4	-4	0.430000	4.363000	76	0
6	-1	0.240000	6.270000	70	0
8	-8	0.210000	5.138000	52	0
3	-5	0.260000	4.098000	43	0
7	-6	0.450000	4.097000	16	0
4	-5	0.200000	8.449000	42	0
3	-4	0.290000	8.463000	82	0
5	-5	0.420000	8.598000	18	0
6	-6	0.200000	4.174000	23	0
5	-8	0.280000	5.596000	45	0
7	-1	0.300000	8.817000	81	0
7	-6	0.380000	6.504000	11	0
4	-3	0.370000	7.852000	10	0
4	-5	0.230000	6.620000	57	0
3	-5	0.440000	7.530000	76	1
4	-4	0.380000	4.787000	58	0
7	-3	0.330000	7.934000	85	0
8	-8	0.490000	6.284000	56	0
4	-1	0.290000	8.180000	10	0
3	-7	0.290000	7.997000	79	0
3	-8	0.400000	4.323000	27	0
7	-3	0.410000	6.241000	74	0
8	-1	0.430000	8.877000	36	0
7	-8	0.340000	4.978000	40	0
5	-6	0.260000	8.624000	44	0
7	-7	0.280000	4.345000	39	0
8	-2	0.410000	8.881000	22	0
7	-6	0.480000	7.990000	55	0
8	-5	0.310000	5.809000	55	0
8	-8	0.230000	4.435000	19	0
7	-3	0.400000	8.524000	66	0
4	-5	0.250000	4.374000	50	0
7	-3	0.210000	7.533000	37	0
4	-4	0.370000	7.622000	85	0
8	-8	0.210000	6.125000	80	0
5	-2	0.250000	7.599000	71	0
6	-5	0.230000	6.088000	31	0
6	-3	0.350000	4.521000	77	0
7	-7	0.460000	6.043000	76	0
5	-6	0.290000	6.381000	76	0
3	-4	0.340000	4.962000	85	0
4	-4	0.470000	6.789000	57	0
6	-3	0.450000	5.669000	40	1
7	-6	0.350000	6.771000	43	0
6	-6	0.470000	5.419000	60	1
8	-7	0.310000	8.605000	59	0
5	-5	0.220000	4.324000	41	0
4	-6	0.310000	7.424000	73	0
5	-6	0.390000	5.710000	36	0
7	-2	0.310000	6.622000	29	0
4	-4	0.490000	5.739000	36	0
8	-4	0.430000	4.287000	71	0
4	-6	0.210000	7.390000	37	0
3	-5	0.320000	5.993000	53	0
7	-1	0.260000	5.750000	34	0
8	-6	0.410000	6.618000	86	0
4	-4	0.290000	5.503000	15	0
4	-6	0.370000	6.286000	18	0
7	-5	0.330000	4.458000	45	0
6	-5	0.440000	8.470000	44	0
6	-4	0.490000	4.723000	24	0
6	-5	0.360000	4.020000	15	0
7	-3	0.250000	4.413000	23	0
6	-5	0.400000	7.738000	74	0
3	-8	0.380000	8.735000	35	0
3	-5	0.480000	4.364000	68	1
7	-2	0.280000	7.963000	17	0
5	-3	0.440000	6.359000	29	0
4	-5	0.350000	4.574000	10	0
6	-4	0.310000	7.736000	78	0
7	-4	0.480000	4.474000	15	0
8	-1	0.390000	5.805000	70	0
3	-2	0.330000	4.968000	58	0
5	-3	0.250000	6.295000	73	0
8	-1	0.360000	7.992000	42	0
8	-7	0.490000	5.050000	25	0
6	-4	0.290000	6.961000	59	0
4	-8	0.250000	4.938000	76	0
7	-3	0.360000	8.744000	23	0
5	-2	0.300000	8.101000	22	0
5	-8	0.270000	6.810000	60	0
6	-2	0.370000	6.008000	29	0
7	-7	0.420000	4.188000	16	0
3	-4	0.290000	8.443000	87	0
8	-5	0.320000	5.889000	38	0
6	-7	0.480000	7.886000	13	0
4	-4	0.390000	6.329000	85	0
6	-5	0.370000	4.992000	17	0
5	-2	0.360000	6.770000	39	0
8	-7	0.270000	5.553000	53	1
7	-5	0.400000	7.582000	76	0
7	-6	0.260000	6.181000	72	0
4	-2	0.260000	7.889000	68	0
4	-3	0.300000	4.305000	18	0
8	-1	0.260000	4.963000	85	0
4	-8	0.200000	8.944000	23	0
4	-5	0.370000	7.827000	58	0
8	-3	0.330000	8.111000	64	0
7	-4	0.200000	4.879000	15	0
4	-2	0.350000	5.702000	66	0
6	-8	0.440000	6.521000	70	1
5	-4	0.270000	6.853000	30	0
8	-5	0.290000	5.069000	65	0
6	-8	0.490000	4.487000	45	1
7	-2	0.490000	6.395000	52	0
7	-7	0.220000	7.146000	21	0
4	-3	0.430000	5.171000	58	0
7	-5	0.220000	7.090000	38	0
4	-4	0.370000	7.353000	56	0
5	-5	0.360000	8.567000	68	0
3	-7	0.420000	8.224000	54	0
5	-7	0.430000	7.841000	32	0
5	-1	0.210000	5.544000	55	0
3	-5	0.230000	6.274000	11	0
8	-3	0.460000	4.903000	81	1
6	-6	0.330000	6.497000	21	0
6	-4	0.230000	7.837000	62	0
5	-5	0.200000	8.994000	33	0
7	-4	0.400000	8.431000	13	0
3	-8	0.210000	4.163000	21	0
6	-6	0.220000	5.698000	46	0
5	-3	0.390000	4.959000	24	0
3	-7	0.480000	5.170000	34	0
6	-1	0.490000	4.207000	59	0
7	-8	0.450000	4.808000	24	0
7	-4	0.280000	5.142000	24	0
3	-2	0.430000	8.484000	75	0
3	-6	0.450000	6.717000	70	0
3	-7	0.220000	6.210000	59	0
4	-6	0.390000	5.291000	66	1
5	-1	0.440000	6.543000	45	0
4	-3	0.480000	5.485000	36	0
4	-5	0.330000	6.758000	43	0
4	-7	0.280000	7.361000	29	0
8	-4	0.250000	5.364000	86	0
5	-4	0.270000	8.178000	59	0
7	-5	0.290000	8.924000	15	0
7	-5	0.230000	8.274000	14	0
7	-2	0.380000	4.128000	25	0
6	-4	0.210000	6.745000	14	0
8	-5	0.260000	4.528000	59	0
4	-7	0.430000	8.227000	84	0
6	-5	0.390000	6.366000	71	0
8	-6	0.240000	7.433000	26	0
4	-5	0.420000	4.753000	54	0
8	-3	0.320000	8.981000	76	0
7	-4	0.240000	6.649000	25	0
3	-5	0.280000	8.083000	16	0
8	-4	0.200000	8.804000	77	0
6	-6	0.330000	8.756000	83	0
8	-7	0.240000	6.774000	53	0
8	-6	0.300000	4.766000	69	0
6	-8	0.470000	8.820000	75	1
5	-6	0.360000	4.235000	84	0
8	-5	0.390000	4.788000	68	0
6	-8	0.320000	8.711000	45	0
7	-4	0.370000	7.510000	65	0
5	-3	0.460000	7.890000	46	0
5	-3	0.460000	7.473000	64	0
5	-2	0.390000	6.826000	23	0
7	-1	0.490000	7.248000	45	0
8	-8	0.360000	4.237000	47	0
5	-7	0.400000	5.069000	44	0
3	-8	0.490000	5.665000	76	1
5	-7	0.410000	6.022000	36	0
3	-2	0.390000	7.388000	19	0
3	-5	0.260000	8.572000	16	0
6	-3	0.220000	5.169000	36	0
5	-6	0.310000	5.989000	40	0
3	-7	0.460000	6.830000	11	0
6	-6	0.450000	5.333000	12	0
5	-7	0.300000	5.983000	25	0
6	-7	0.320000	8.835000	39	0
4	-4	0.460000	7.789000	69	0
4	-3	0.390000	5.023000	89	0
6	-6	0.350000	8.198000	77	0
7	-3	0.430000	6.248000	69	0
6	-7	0.250000	4.919000	19	0
8	-7	0.420000	4.187000	37	0
3	-3	0.250000	5.848000	51	0
4	-3	0.320000	5.730000	48	0
7	-5	0.470000	4.084000	20	0
7	-5	0.390000	5.008000	12	0
5	-1	0.390000	4.605000	30	0
3	-5	0.450000	4.087000	45	0
4	-6	0.470000	4.800000	40	0
7	-4	0.440000	7.592000	86	1
4	-3	0.350000	8.309000	27	0
8	-8	0.460000	4.228000	33	0
4	-7	0.450000	7.739000	34	0
8	-8	0.250000	4.647000	28	0
4	-5	0.320000	4.123000	43	0
3	-6	0.210000	5.858000	25	0
3	-4	0.430000	6.990000	56	0
3	-7	0.350000	7.707000	37	0
3	-6	0.460000	8.827000	54	0
3	-3	0.350000	6.511000	51	0
8	-4	0.230000	7.926000	20	0
7	-1	0.450000	5.372000	64	0
5	-6	0.490000	4.309000	15	0
4	-8	0.380000	4.690000	63	0
5	-5	0.340000	7.667000	39	0
8	-4	0.210000	4.245000	19	0
6	-3	0.350000	4.201000	65	0
5	-8	0.350000	5.315000	67	1
8	-3	0.270000	6.461000	71	0
7	-6	0.310000	6.929000	47	0
8	-5	0.250000	8.763000	86	1
8	-4	0.380000	8.721000	51	0
6	-8	0.340000	7.970000	81	0
6	-3	0.330000	5.308000	56	1
7	-5	0.290000	5.997000	43	0
4	-3	0.440000	4.357000	55	0
5	-1	0.390000	7.486000	82	0
6	-3	0.290000	7.879000	10	0
5	-3	0.460000	4.663000	28	0
5	-3	0.400000	4.009000	67	0
3	-4	0.450000	5.493000	18	0
3	-5	0.360000	4.291000	72	0
8	-6	0.380000	5.010000	67	0
3	-3	0.430000	6.085000	76	0
8	-5	0.210000	4.166000	82	0
7	-6	0.260000	5.240000	51	0
4	-3	0.350000	5.036000	39	0
8	-4	0.440000	8.134000	71	0
6	-7	0.460000	7.885000	52	0
6	-1	0.320000	4.160000	18	0
7	-6	0.250000	7.871000	64	0
4	-4	0.400000	6.239000	35	0
6	-7	0.450000	4.997000	15	0
5	-5	0.350000	7.128000	20	0
6	-7	0.460000	6.366000	70	0
6	-6	0.390000	4.890000	64	1
3	-2	0.220000	4.451000	20	0
7	-8	0.250000	6.698000	41	0
7	-8	0.360000	5.325000	18	0
4	-6	0.480000	4.160000	46	0
8	-7	0.230000	6.905000	77	1
6	-2	0.210000	5.810000	20	0
4	-1	0.300000	4.085000	23	0
4	-7	0.230000	8.614000	73	0
3	-6	0.250000	5.905000	40	0
7	-3	0.380000	6.027000	55	0
6	-6	0.380000	7.742000	11	0
7	-6	0.380000	7.335000	29	0
4	-1	0.470000	7.375000	29	0
5	-7	0.420000	8.968000	34	0
7	-3	0.400000	6.662000	70	0
6	-2	0.270000	6.162000	33	0
4	-6	0.200000	6.323000	61	0
4	-5	0.320000	8.722000	26	0
7	-3	0.280000	4.395000	13	0
4	-7	0.400000	8.446000	53	0
7	-8	0.400000	7.439000	37	0
3	-4	0.220000	5.245000	77	0
4	-2	0.440000	8.886000	68	0
4	-7	0.200000	4.131000	20	0
3	-6	0.480000	7.643000	87	1
6	-6	0.380000	5.729000	27	0
3	-3	0.310000	7.774000	76	0
3	-4	0.440000	4.621000	89	1
4	-4	0.470000	7.071000	80	0
7	-2	0.480000	5.713000	83	0
3	-8	0.250000	8.437000	52	0
7	-7	0.230000	4.421000	53	0
4	-5	0.270000	8.377000	84	0
8	-3	0.270000	5.670000	33	0
7	-2	0.300000	8.725000	17	0
4	-6	0.250000	4.159000	73	0
7	-3	0.450000	6.673000	86	1
4	-3	0.350000	8.985000	62	0
6	-6	0.220000	8.051000	81	0
5	-8	0.310000	8.856000	45	0
6	-7	0.290000	6.168000	19	0
8	-2	0.310000	4.204000	44	0
6	-5	0.230000	4.531000	43	0
4	-1	0.410000	6.327000	61	0
6	-6	0.280000	6.012000	34	0
5	-3	0.450000	7.797000	12	0
3	-7	0.480000	5.619000	65	1
7	-7	0.490000	6.309000	20	0
4	-8	0.280000	7.122000	77	0
8	-6	0.240000	5.293000	64	0
4	-3	0.440000	6.228000	70	0
7	-5	0.210000	7.626000	25	0
6	-8	0.300000	6.868000	60	0
8	-2	0.310000	5.508000	24	0
5	-5	0.350000	6.725000	43	0
6	-6	0.260000	5.552000	57	0
5	-3	0.350000	8.652000	50	0
8	-8	0.400000	5.095000	80	0
8	-5	0.200000	4.504000	74	0
4	-2	0.380000	8.015000	88	0
6	-3	0.430000	4.461000	79	0
5	-4	0.260000	7.115000	68	0
8	-5	0.210000	6.770000	40	0
6	-8	0.260000	7.642000	78	0
8	-8	0.430000	4.417000	16	0
5	-5	0.240000	8.832000	50	0
4	-5	0.420000	7.714000	85	0
4	-7	0.370000	5.878000	73	0
4	-3	0.460000	4.187000	37	0
7	-7	0.210000	8.331000	11	0
3	-8	0.210000	4.072000	72	0
4	-5	0.270000	6.416000	29	0
5	-5	0.230000	4.392000	45	0
5	-4	0.460000	8.763000	57	0
4	-7	0.440000	5.137000	39	0
6	-1	0.200000	7.889000	32	0
4	-4	0.280000	5.390000	31	0
3	-5	0.230000	6.270000	15	0
4	-3	0.380000	7.131000	26	0
6	-6	0.270000	7.331000	64	0
3	-3	0.340000	7.200000	21	0
7	-3	0.450000	6.216000	59	1
5	-7	0.350000	4.286000	56	0
7	-8	0.220000	7.355000	60	0
5	-2	0.490000	7.258000	31	0
6	-7	0.470000	8.440000	83	1
4	-7	0.490000	8.778000	56	0
3	-8	0.480000	4.582000	45	0
6	-8	0.260000	5.387000	22	0
4	-5	0.430000	4.630000	79	0
3	-7	0.390000	5.292000	67	0
4	-8	0.480000	5.881000	59	0
7	-6	0.270000	4.002000	65	0
4	-7	0.420000	7.363000	36	0
7	-2	0.380000	8.022000	64	0
7	-3	0.310000	5.046000	74	0
4	-8	0.440000	4.804000	28	0
3	-6	0.290000	6.039000	74	0
4	-7	0.420000	6.180000	10	0
3	-2	0.380000	4.349000	78	0
6	-5	0.360000	8.233000	20	0
5	-8	0.480000	6.479000	55	0
6	-4	0.300000	4.290000	55	0
4	-4	0.430000	4.042000	89	0
8	-2	0.350000	7.869000	64	0
8	-5	0.460000	6.869000	23	0
4	-2	0.260000	8.763000	56	0
7	-5	0.350000	8.416000	34	0
5	-1	0.490000	4.476000	42	0
6	-4	0.250000	7.054000	24	0
5	-1	0.240000	4.949000	71	0
3	-8	0.280000	6.179000	50	0
4	-7	0.480000	8.898000	35	0
3	-3	0.410000	8.233000	33	0
4	-3	0.350000	7.982000	15	0
3	-4	0.390000	6.923000	85	0
7	-8	0.240000	4.703000	37	0
8	-8	0.420000	8.600000	33	0
5	-7	0.440000	6.614000	17	0
4	-2	0.420000	5.509000	40	0
8	-7	0.290000	5.154000	12	0
4	-2	0.430000	7.229000	75	0
3	-7	0.290000	6.488000	26	0
8	-8	0.450000	4.847000	78	1
8	-5	0.250000	6.765000	32	0
4	-4	0.390000	4.206000	37	0
4	-2	0.340000	7.363000	64	0
4	-5	0.300000	5.520000	51	0
8	-3	0.430000	5.471000	17	0
7	-6	0.240000	4.700000	80	0
4	-4	0.390000	5.540000	11	0
8	-6	0.350000	8.705000	38	0
3	-4	0.480000	8.239000	61	0
8	-7	0.330000	4.486000	28	0
4	-2	0.240000	7.693000	89	0
8	-4	0.200000	8.378000	37	0
8	-2	0.340000	7.149000	16	0
3	-3	0.430000	7.347000	26	0
3	-8	0.410000	8.146000	56	0
8	-8	0.410000	7.356000	52	0
8	-7	0.460000	6.119000	31	0
5	-5	0.240000	6.701000	37	0
7	-6	0.260000	4.948000	72	0
7	-2	0.200000	6.394000	49	0
8	-3	0.360000	7.264000	61	0
3	-7	0.450000	4.578000	49	0
4	-1	0.280000	6.822000	56	0
7	-3	0.290000	8.760000	64	0
7	-6	0.440000	6.910000	64	1
3	-4	0.330000	6.507000	28	0
7	-8	0.400000	6.025000	44	0
6	-8	0.320000	4.945000	45	0
5	-8	0.490000	6.739000	24	0
6	-3	0.280000	5.226000	11	0
6	-7	0.350000	7.598000	48	0
4	-4	0.430000	8.154000	80	0
4	-2	0.390000	6.362000	68	0
4	-8	0.340000	4.500000	55	1
7	-2	0.390000	5.954000	86	0
6	-6	0.440000	7.217000	25	0
4	-7	0.380000	5.597000	49	0
7	-4	0.250000	5.259000	22	0
4	-2	0.420000	4.360000	69	0
7	-7	0.290000	8.618000	20	0
4	-3	0.340000	4.108000	76	0
5	-3	0.410000	6.467000	33	0
8	-6	0.240000	4.324000	33	0
8	-5	0.260000	4.829000	17	0
3	-8	0.380000	4.727000	62	0
7	-5	0.370000	8.437000	34	0
6	-4	0.390000	8.989000	59	0
4	-5	0.230000	8.750000	26	0
4	-8	0.200000	6.837000	84	0
7	-5	0.420000	7.146000	30	0
3	-4	0.490000	4.365000	57	0
7	-5	0.250000	7.099000	49	0
6	-6	0.410000	5.473000	60	0
4	-2	0.320000	6.566000	64	0
4	-4	0.280000	7.252000	11	0
5	-6	0.230000	7.906000	79	0
4	-3	0.260000	8.640000	74	0
8	-4	0.360000	7.046000	79	0
5	-6	0.370000	8.175000	42	0
4	-3	0.350000	6.869000	54	0
7	-8	0.440000	4.964000	87	1
5	-4	0.370000	4.690000	67	0
6	-6	0.400000	4.832000	30	0
4	-5	0.490000	5.261000	12	0
8	-7	0.210000	8.487000	20	0
5	-3	0.360000	4.140000	20	0
4	-2	0.230000	8.619000	22	0
3	-6	0.410000	4.994000	58	0
5	-1	0.460000	8.774000	38	0
6	-6	0.460000	7.362000	80	0
8	-4	0.220000	5.158000	33	0
5	-2	0.270000	4.114000	64	0
4	-2	0.290000	7.325000	59	0
6	-3	0.250000	7.798000	35	0
5	-5	0.200000	5.567000	40	0
3	-2	0.220000	6.263000	75	0
5	-4	0.450000	4.908000	66	0
8	-4	0.210000	6.506000	73	0
3	-4	0.260000	4.871000	30	0
8	-5	0.480000	8.484000	21	0
7	-4	0.370000	8.895000	29	0
4	-2	0.390000	6.506000	71	0
7	-4	0.330000	5.688000	19	0
6	-2	0.390000	7.410000	62	0
4	-2	0.320000	8.397000	56	0
8	-6	0.380000	4.178000	85	0
8	-2	0.280000	6.485000	60	0
3	-5	0.380000	4.034000	60	0
6	-8	0.270000	5.925000	53	0
3	-1	0.290000	5.848000	84	0
8	-7	0.470000	4.959000	11	0
5	-5	0.360000	5.355000	59	0
4	-7	0.420000	5.010000	85	0
6	-2	0.210000	5.595000	10	0
5	-5	0.380000	7.380000	28	0
3	-8	0.350000	7.273000	12	0
4	-5	0.390000	8.346000	61	0
5	-3	0.280000	7.929000	64	0
5	-8	0.440000	8.825000	76	0
8	-6	0.400000	6.566000	41	0
5	-7	0.320000	4.628000	12	0
4	-5	0.430000	6.330000	62	0
5	-4	0.410000	4.064000	59	0
8	-2	0.340000	5.682000	46	0
3	-4	0.420000	5.374000	72	0
7	-1	0.240000	7.620000	80	0
7	-4	0.480000	4.454000	66	0
7	-3	0.420000	6.283000	64	0
7	-7	0.270000	4.877000	20	0
3	-2	0.330000	4.502000	85	0
3	-6	0.290000	4.606000	40	0
8	-5	0.230000	4.348000	61	0
7	-7	0.490000	6.708000	31	0
5	-4	0.370000	5.607000	40	0
7	-8	0.380000	6.314000	75	0
8	-5	0.410000	4.152000	49	0
3	-7	0.260000	7.516000	73	0
6	-2	0.370000	4.237000	83	0
7	-6	0.390000	6.664000	74	0
7	-8	0.240000	5.038000	59	0
8	-8	0.310000	6.640000	12	0
7	-4	0.230000	8.481000	77	0
8	-7	0.430000	8.303000	39	0
4	-4	0.240000	7.699000	33	0
4	-7	0.320000	5.975000	76	0
4	-2	0.280000	6.661000	23	0
5	-8	0.240000	4.788000	50	0
8	-3	0.270000	4.174000	89	0
5	-5	0.400000	4.107000	54	0
3	-3	0.400000	6.012000	61	0
5	-7	0.470000	5.516000	37	0
5	-2	0.210000	6.578000	18	0
6	-3	0.320000	7.898000	46	0
3	-6	0.460000	7.838000	51	0
3	-4	0.460000	5.148000	80	0
4	-3	0.260000	4.337000	63	0
4	-2	0.350000	7.640000	26	0
7	-4	0.420000	4.821000	52	0
3	-2	0.230000	7.852000	49	0
6	-5	0.210000	4.243000	32	0
8	-8	0.230000	4.374000	74	0
8	-4	0.450000	7.801000	14	0
3	-8	0.300000	8.482000	27	0
5	-8	0.300000	8.073000	85	1
3	-3	0.390000	8.867000	88	0
8	-1	0.280000	6.362000	35	0
8	-4	0.310000	4.407000	19	0
6	-6	0.430000	6.821000	24	0
6	-4	0.200000	4.620000	17	0
5	-3	0.290000	5.403000	20	0
8	-4	0.330000	6.844000	10	0
4	-6	0.450000	5.288000	17	0
5	-8	0.400000	8.422000	43	0
3	-1	0.380000	4.607000	55	0
5	-4	0.410000	4.772000	58	0
8	-5	0.400000	4.166000	24	0
7	-1	0.240000	4.124000	43	0
6	-5	0.420000	6.437000	70	0
4	-3	0.420000	5.865000	38	0
5	-1	0.370000	4.002000	25	0
5	-3	0.480000	8.194000	74	0
5	-5	0.260000	4.172000	21	0
7	-4	0.290000	7.225000	86	0
8	-5	0.450000	8.100000	18	0
6	-2	0.250000	7.494000	52	0
4	-7	0.400000	5.863000	23	0
5	-7	0.400000	7.957000	41	0
5	-8	0.450000	4.407000	32	0
4	-5	0.470000	4.747000	85	0
6	-8	0.210000	6.615000	31	0
6	-5	0.430000	4.835000	80	1
8	-1	0.470000	8.970000	41	0
7	-1	0.480000	8.594000	19	0
7	-1	0.260000	4.389000	36	0
7	-6	0.460000	4.401000	49	0
5	-3	0.200000	6.067000	64	0
7	-4	0.310000	7.750000	73	0
3	-6	0.460000	6.113000	85	1
6	-3	0.440000	5.171000	38	0
3	-4	0.200000	5.445000	31	0
3	-5	0.220000	8.650000	66	0
3	-6	0.360000	8.820000	82	0
5	-4	0.490000	8.360000	25	0
8	-5	0.230000	5.024000	40	0
3	-2	0.320000	4.825000	29	0
4	-7	0.320000	7.117000	17	0
6	-6	0.280000	5.264000	85	0
8	-4	0.450000	4.344000	51	0
7	-8	0.260000	7.983000	81	0
4	-2	0.420000	8.855000	13	0
8	-3	0.460000	7.007000	79	1
8	-2	0.310000	5.761000	86	0
7	-6	0.270000	5.429000	18	0
3	-5	0.320000	5.926000	34	0
6	-6	0.230000	7.228000	89	0
8	-5	0.280000	5.617000	87	0
4	-3	0.240000	8.357000	51	0
4	-6	0.330000	7.585000	47	0
4	-8	0.290000	8.256000	34	0
8	-8	0.460000	5.037000	52	0
7	-2	0.440000	5.823000	42	0
3	-7	0.310000	5.100000	32	0
6	-8	0.430000	6.435000	20	0
6	-4	0.470000	7.691000	80	1
7	-8	0.460000	8.095000	48	0
3	-8	0.310000	4.684000	13	0
7	-3	0.340000	7.337000	56	0
7	-4	0.430000	5.455000	48	0
4	-2	0.470000	4.394000	79	0
7	-8	0.420000	7.531000	66	0
5	-3	0.310000	5.856000	42	0
3	-1	0.410000	7.544000	12	0
6	-5	0.200000	7.968000	86	0
7	-7	0.260000	6.838000	28	0
8	-2	0.420000	7.113000	46	1
5	-5	0.440000	7.644000	31	0
5	-4	0.250000	4.356000	54	0
8	-3	0.250000	6.488000	32	0
4	-8	0.230000	7.650000	83	0
8	-6	0.390000	6.018000	55	0
